id,log_id,exercise_id,set_number,time_seconds,reps_completed,weight_kg
138636,10680,149,2,24.0,,
138638,10680,45,3,48.0,,
138640,10680,33,4,,10.0,37.5
138642,10680,149,5,24.0,,
138644,10681,84,1,48.0,,
138646,10681,22,2,48.0,,
138648,10681,72,3,,12.0,22.5
138650,10681,17,4,36.0,,
138652,10681,1,5,48.0,,
138654,10681,3,6,24.0,,
138656,10681,98,7,48.0,,
138658,10682,17,1,36.0,,
138660,10682,89,2,24.0,,
138662,10682,71,3,,12.0,25.0
138664,10682,16,4,36.0,,
138666,10682,33,5,,10.0,40.0
138668,10682,121,6,48.0,,
138670,10683,8,1,,12.0,37.5
138672,10683,12,2,48.0,,
138674,10683,84,3,48.0,,
138676,10683,35,4,24.0,,
138678,10683,100,5,48.0,,
138680,10683,56,6,48.0,,
138682,10684,121,1,24.0,,
138684,10684,53,2,,10.0,30.0
138686,10684,3,3,48.0,,
138688,10684,31,4,36.0,,
138690,10684,113,5,48.0,,
138692,10684,48,6,,10.0,22.5
138694,10684,84,7,24.0,,
138696,10684,85,8,,12.0,15.0
138698,10685,40,1,,12.0,25.0
138700,10685,9,2,48.0,,
138702,10685,40,3,,10.0,25.0
138704,10685,31,4,48.0,,
138706,10685,140,5,48.0,,
138708,10685,12,6,24.0,,
138710,10685,125,7,48.0,,
138712,10685,134,8,36.0,,
138714,10686,21,1,36.0,,
138716,10686,71,2,,12.0,27.5
138718,10686,98,3,48.0,,
138720,10686,100,4,24.0,,
138722,10686,70,5,48.0,,
138724,10686,7,6,,8.0,22.5
138726,10686,125,7,48.0,,
138728,10687,136,1,36.0,,
138730,10687,115,2,48.0,,
138732,10687,89,3,48.0,,
138734,10687,6,4,36.0,,
138736,10687,50,5,36.0,,
138738,10687,35,6,36.0,,
138740,10687,56,7,24.0,,
138742,10688,71,1,,8.0,27.5
138744,10688,133,2,24.0,,
138746,10688,76,3,36.0,,
138748,10688,76,4,24.0,,
138750,10688,126,5,36.0,,
138752,10688,142,6,,12.0,27.5
138754,10688,140,7,36.0,,
138756,10688,89,8,36.0,,
138758,10689,6,1,36.0,,
138760,10689,17,2,36.0,,
138762,10689,17,3,36.0,,
138764,10689,27,4,24.0,,
138766,10689,18,5,48.0,,
138768,10689,6,6,36.0,,
138770,10690,33,1,,8.0,42.5
138772,10690,123,2,48.0,,
138774,10690,31,3,36.0,,
138776,10690,10,4,36.0,,
138778,10690,3,5,24.0,,
138780,10690,88,6,24.0,,
138782,10690,75,7,48.0,,
138784,10690,140,8,24.0,,
138786,10691,134,1,48.0,,
138788,10691,134,2,36.0,,
138790,10691,31,3,48.0,,
138792,10691,40,4,,12.0,27.5
138794,10691,1,5,36.0,,
138796,10691,50,6,36.0,,
138798,10692,137,1,36.0,,
138800,10692,22,2,36.0,,
138802,10692,98,3,48.0,,
138804,10692,62,4,36.0,,
138806,10692,121,5,36.0,,
138808,10692,133,6,36.0,,
138810,10693,72,1,,12.0,27.5
138812,10693,88,2,48.0,,
138814,10693,96,3,48.0,,
138816,10693,115,4,36.0,,
138818,10693,140,5,48.0,,
138820,10693,42,6,48.0,,
138822,10693,98,7,24.0,,
138824,10694,25,1,36.0,,
138826,10694,96,2,48.0,,
138828,10694,143,3,24.0,,
138830,10694,104,4,36.0,,
138832,10694,113,5,48.0,,
138834,10694,129,6,48.0,,
138836,10695,142,1,,12.0,30.0
138838,10695,88,2,48.0,,
138840,10695,76,3,24.0,,
138842,10695,98,4,36.0,,
138844,10695,25,5,48.0,,
138846,10695,97,6,,8.0,45.0
138848,10696,54,1,36.0,,
138850,10696,149,2,48.0,,
138852,10696,15,3,36.0,,
138854,10696,123,4,24.0,,
138856,10696,84,5,24.0,,
138858,10697,135,1,,8.0,42.5
138860,10697,92,2,48.0,,
138862,10697,31,3,24.0,,
138864,10697,92,4,48.0,,
138866,10697,31,5,48.0,,
138868,10697,59,6,24.0,,
138870,10698,27,1,48.0,,
138872,10698,135,2,,10.0,42.5
138874,10698,136,3,24.0,,
138876,10698,140,4,48.0,,
138878,10698,1,5,36.0,,
138880,10699,77,1,24.0,,
138882,10699,123,2,24.0,,
138884,10699,6,3,24.0,,
138886,10699,13,4,,10.0,45.0
138888,10699,35,5,48.0,,
138890,10699,97,6,,12.0,47.5
138892,10699,100,7,36.0,,
138894,10699,108,8,24.0,,
138896,10700,17,1,24.0,,
138898,10700,19,2,36.0,,
138900,10700,56,3,36.0,,
138902,10700,1,4,36.0,,
138904,10700,18,5,24.0,,
138906,10700,8,6,,10.0,47.5
138908,10701,101,1,36.0,,
138910,10701,129,2,36.0,,
138912,10701,6,3,54.0,,
138914,10701,9,4,72.0,,
138916,10701,13,5,,9.0,85.0
138918,10701,26,6,72.0,,
138920,10701,25,7,54.0,,
138922,10701,100,8,36.0,,
138924,10702,89,1,54.0,,
138926,10702,137,2,36.0,,
138928,10702,72,3,,13.0,55.0
138930,10702,96,4,72.0,,
138932,10702,88,5,36.0,,
138934,10702,26,6,36.0,,
138936,10703,96,1,54.0,,
138938,10703,101,2,72.0,,
138940,10703,53,3,,11.0,70.0
138942,10703,13,4,,9.0,87.5
138944,10703,17,5,54.0,,
138946,10703,5,6,54.0,,
138948,10704,146,1,,13.0,32.5
138950,10704,55,2,,9.0,75.0
138952,10704,126,3,54.0,,
138954,10704,1,4,36.0,,
138956,10704,18,5,72.0,,
138958,10704,71,6,,11.0,62.5
138960,10704,80,7,54.0,,
138962,10704,77,8,72.0,,
138964,10705,15,1,36.0,,
138966,10705,98,2,54.0,,
138968,10705,8,3,,9.0,92.5
138970,10705,21,4,36.0,,
138972,10705,33,5,,13.0,95.0
138974,10705,42,6,72.0,,
138976,10706,76,1,72.0,,
138978,10706,32,2,,13.0,37.5
138980,10706,72,3,,13.0,60.0
138982,10706,133,4,36.0,,
138984,10706,88,5,54.0,,
138986,10706,17,6,72.0,,
138988,10707,12,1,72.0,,
138990,10707,1,2,54.0,,
138992,10707,10,3,36.0,,
138994,10707,120,4,54.0,,
138996,10707,9,5,54.0,,
138998,10707,26,6,72.0,,
139000,10707,75,7,36.0,,
139002,10708,108,1,36.0,,
139004,10708,98,2,54.0,,
139006,10708,101,3,54.0,,
139008,10708,141,4,72.0,,
139010,10708,32,5,,11.0,37.5
139012,10709,8,1,,11.0,97.5
139014,10709,113,2,54.0,,
139016,10709,70,3,72.0,,
139018,10709,84,4,72.0,,
139020,10709,2,5,54.0,,
139022,10709,56,6,72.0,,
139024,10709,89,7,72.0,,
139026,10710,148,1,54.0,,
139028,10710,48,2,,9.0,57.5
139030,10710,35,3,72.0,,
139032,10710,113,4,72.0,,
139034,10710,80,5,72.0,,
139036,10711,133,1,72.0,,
139038,10711,134,2,72.0,,
139040,10711,41,3,,13.0,55.0
139042,10711,75,4,54.0,,
139044,10711,55,5,,11.0,82.5
139046,10712,125,1,36.0,,
139048,10712,120,2,72.0,,
139050,10712,115,3,72.0,,
139052,10712,76,4,72.0,,
139054,10712,140,5,72.0,,
139056,10712,102,6,36.0,,
139058,10712,120,7,36.0,,
139060,10713,102,1,54.0,,
139062,10713,35,2,54.0,,
139064,10713,89,3,72.0,,
139066,10713,92,4,36.0,,
139068,10713,101,5,72.0,,
139070,10714,70,1,54.0,,
139072,10714,50,2,72.0,,
139074,10714,53,3,,13.0,82.5
139076,10714,123,4,72.0,,
139078,10714,45,5,36.0,,
139080,10715,84,1,54.0,,
139082,10715,101,2,36.0,,
139084,10715,137,3,72.0,,
139086,10715,89,4,36.0,,
139088,10715,27,5,36.0,,
139090,10715,98,6,54.0,,
139092,10715,33,7,,13.0,107.5
139094,10716,136,1,72.0,,
139096,10716,135,2,,9.0,97.5
139098,10716,15,3,54.0,,
139100,10716,80,4,54.0,,
139102,10716,115,5,72.0,,
139104,10717,115,1,72.0,,
139106,10717,55,2,,13.0,87.5
139108,10717,75,3,54.0,,
139110,10717,6,4,54.0,,
139112,10717,63,5,,13.0,45.0
139114,10718,6,1,72.0,,
139116,10718,100,2,72.0,,
139118,10718,137,3,54.0,,
139120,10718,97,4,,11.0,107.5
139122,10718,108,5,54.0,,
139124,10718,76,6,54.0,,
139126,10719,26,1,54.0,,
139128,10719,17,2,54.0,,
139130,10719,27,3,54.0,,
139132,10719,45,4,36.0,,
139134,10719,140,5,54.0,,
139136,10719,84,6,72.0,,
139138,10719,1,7,54.0,,
139140,10720,18,1,54.0,,
139142,10720,120,2,54.0,,
139144,10720,19,3,72.0,,
139146,10720,72,4,,11.0,70.0
139148,10720,148,5,54.0,,
139150,10721,120,1,72.0,,
139152,10721,102,2,54.0,,
139154,10721,97,3,,9.0,112.5
139156,10721,8,4,,9.0,112.5
139158,10721,45,5,36.0,,
139160,10721,84,6,54.0,,
139162,10721,40,7,,13.0,75.0
139164,10721,148,8,72.0,,
139166,10722,129,1,36.0,,
139168,10722,70,2,54.0,,
139170,10722,88,3,36.0,,
139172,10722,56,4,54.0,,
139174,10722,12,5,72.0,,
139176,10722,85,6,,9.0,42.5
139178,10722,62,7,54.0,,
139180,10722,10,8,72.0,,
139182,10723,45,1,72.0,,
139184,10723,38,2,54.0,,
139186,10723,101,3,36.0,,
139188,10723,97,4,,11.0,115.0
139190,10723,120,5,36.0,,
139192,10723,97,6,,11.0,115.0
139194,10724,16,1,54.0,,
139196,10724,55,2,,11.0,95.0
139198,10724,59,3,54.0,,
139200,10724,72,4,,11.0,72.5
139202,10724,135,5,,13.0,107.5
139204,10724,133,6,36.0,,
139206,10725,136,1,36.0,,
139208,10725,5,2,36.0,,
139210,10725,146,3,,11.0,42.5
139212,10725,16,4,36.0,,
139214,10725,44,5,72.0,,
139216,10725,6,6,54.0,,
139218,10726,22,1,45.0,,
139220,10726,80,2,60.0,,
139222,10726,133,3,30.0,,
139224,10726,7,4,,10.0,32.5
139226,10726,142,5,,12.0,37.5
139228,10727,96,1,45.0,,
139230,10727,96,2,45.0,,
139232,10727,132,3,,8.0,35.0
139234,10727,6,4,60.0,,
139236,10727,71,5,,10.0,40.0
139238,10727,55,6,,12.0,47.5
139240,10728,25,1,45.0,,
139242,10728,72,2,,10.0,37.5
139244,10728,132,3,,12.0,35.0
139246,10728,77,4,60.0,,
139248,10728,22,5,30.0,,
139250,10728,55,6,,10.0,50.0
139252,10728,3,7,60.0,,
139254,10729,11,1,60.0,,
139256,10729,33,2,,8.0,62.5
139258,10729,108,3,30.0,,
139260,10729,42,4,60.0,,
139262,10729,146,5,,10.0,22.5
139264,10729,80,6,45.0,,
139266,10730,92,1,30.0,,
139268,10730,53,2,,12.0,47.5
139270,10730,89,3,60.0,,
139272,10730,10,4,30.0,,
139274,10730,12,5,30.0,,
139276,10731,21,1,60.0,,
139278,10731,25,2,30.0,,
139280,10731,143,3,30.0,,
139282,10731,8,4,,12.0,62.5
139284,10731,136,5,45.0,,
139286,10731,45,6,45.0,,
139288,10731,17,7,60.0,,
139290,10732,92,1,60.0,,
139292,10732,9,2,60.0,,
139294,10732,40,3,,12.0,42.5
139296,10732,17,4,30.0,,
139298,10732,38,5,30.0,,
139300,10732,101,6,45.0,,
139302,10732,132,7,,12.0,37.5
139304,10733,3,1,60.0,,
139306,10733,62,2,45.0,,
139308,10733,89,3,60.0,,
139310,10733,32,4,,12.0,25.0
139312,10733,123,5,60.0,,
139314,10733,126,6,45.0,,
139316,10733,5,7,30.0,,
139318,10733,133,8,45.0,,
139320,10734,38,1,45.0,,
139322,10734,85,2,,8.0,25.0
139324,10734,42,3,60.0,,
139326,10734,60,4,60.0,,
139328,10734,54,5,45.0,,
139330,10735,63,1,,8.0,27.5
139332,10735,76,2,45.0,,
139334,10735,6,3,45.0,,
139336,10735,31,4,45.0,,
139338,10735,149,5,60.0,,
139340,10735,104,6,30.0,,
139342,10735,10,7,30.0,,
139344,10735,16,8,30.0,,
139346,10736,143,1,45.0,,
139348,10736,18,2,45.0,,
139350,10736,55,3,,10.0,55.0
139352,10736,104,4,60.0,,
139354,10736,70,5,30.0,,
139356,10736,120,6,60.0,,
139358,10737,54,1,45.0,,
139360,10737,15,2,60.0,,
139362,10737,140,3,60.0,,
139364,10737,27,4,30.0,,
139366,10737,96,5,45.0,,
139368,10738,50,1,60.0,,
139370,10738,38,2,60.0,,
139372,10738,71,3,,12.0,47.5
139374,10738,134,4,60.0,,
139376,10738,132,5,,12.0,40.0
139378,10739,53,1,,8.0,55.0
139380,10739,12,2,30.0,,
139382,10739,134,3,45.0,,
139384,10739,142,4,,10.0,45.0
139386,10739,104,5,45.0,,
139388,10739,85,6,,10.0,25.0
139390,10740,9,1,60.0,,
139392,10740,17,2,60.0,,
139394,10740,143,3,45.0,,
139396,10740,17,4,30.0,,
139398,10740,77,5,45.0,,
139400,10740,26,6,30.0,,
139402,10741,35,1,60.0,,
139404,10741,27,2,45.0,,
139406,10741,9,3,30.0,,
139408,10741,80,4,60.0,,
139410,10741,38,5,45.0,,
139412,10741,77,6,60.0,,
139414,10742,72,1,,8.0,45.0
139416,10742,16,2,30.0,,
139418,10742,2,3,60.0,,
139420,10742,45,4,30.0,,
139422,10742,7,5,,8.0,40.0
139424,10742,75,6,60.0,,
139426,10743,5,1,45.0,,
139428,10743,132,2,,8.0,42.5
139430,10743,26,3,30.0,,
139432,10743,129,4,30.0,,
139434,10743,50,5,60.0,,
139436,10743,143,6,45.0,,
139438,10743,60,7,30.0,,
139440,10743,6,8,30.0,,
139442,10744,13,1,,8.0,70.0
139444,10744,7,2,,8.0,42.5
139446,10744,101,3,45.0,,
139448,10744,21,4,60.0,,
139450,10744,1,5,30.0,,
139452,10744,17,6,60.0,,
139454,10745,26,1,60.0,,
139456,10745,123,2,45.0,,
139458,10745,21,3,30.0,,
139460,10745,129,4,45.0,,
139462,10745,59,5,30.0,,
139464,10745,17,6,30.0,,
139466,10746,13,1,,8.0,72.5
139468,10746,89,2,60.0,,
139470,10746,100,3,60.0,,
139472,10746,25,4,45.0,,
139474,10746,75,5,45.0,,
139476,10746,55,6,,10.0,62.5
139478,10746,56,7,60.0,,
139480,10746,120,8,45.0,,
139482,10747,96,1,30.0,,
139484,10747,17,2,45.0,,
139486,10747,135,3,,10.0,70.0
139488,10747,62,4,30.0,,
139490,10747,32,5,,8.0,30.0
139492,10747,120,6,60.0,,
139494,10748,96,1,30.0,,
139496,10748,17,2,45.0,,
139498,10748,133,3,60.0,,
139500,10748,60,4,60.0,,
139502,10748,134,5,60.0,,
139504,10748,21,6,45.0,,
139506,10748,98,7,45.0,,
139508,10748,7,8,,12.0,45.0
139510,10749,137,1,60.0,,
139512,10749,11,2,60.0,,
139514,10749,141,3,60.0,,
139516,10749,78,4,30.0,,
139518,10749,1,5,60.0,,
139520,10749,98,6,30.0,,
139522,10749,92,7,60.0,,
139524,10750,33,1,,10.0,80.0
139526,10750,33,2,,10.0,80.0
139528,10750,113,3,45.0,,
139530,10750,11,4,30.0,,
139532,10750,84,5,45.0,,
139534,10750,31,6,60.0,,
139536,10750,56,7,45.0,,
139538,10750,92,8,30.0,,
139540,10751,53,1,,8.0,27.5
139542,10751,75,2,48.0,,
139544,10751,10,3,24.0,,
139546,10751,9,4,48.0,,
139548,10751,141,5,36.0,,
139550,10751,12,6,36.0,,
139552,10751,31,7,36.0,,
139554,10752,12,1,24.0,,
139556,10752,1,2,48.0,,
139558,10752,17,3,48.0,,
139560,10752,3,4,48.0,,
139562,10752,19,5,48.0,,
139564,10752,60,6,48.0,,
139566,10752,92,7,24.0,,
139568,10752,132,8,,10.0,20.0
139570,10753,115,1,24.0,,
139572,10753,41,2,,12.0,20.0
139574,10753,1,3,24.0,,
139576,10753,113,4,36.0,,
139578,10753,76,5,24.0,,
139580,10753,11,6,24.0,,
139582,10754,16,1,48.0,,
139584,10754,133,2,48.0,,
139586,10754,129,3,48.0,,
139588,10754,2,4,36.0,,
139590,10754,22,5,24.0,,
139592,10755,100,1,48.0,,
139594,10755,21,2,24.0,,
139596,10755,40,3,,8.0,25.0
139598,10755,133,4,24.0,,
139600,10755,18,5,24.0,,
139602,10755,22,6,24.0,,
139604,10756,77,1,48.0,,
139606,10756,71,2,,8.0,25.0
139608,10756,41,3,,10.0,20.0
139610,10756,125,4,24.0,,
139612,10756,76,5,36.0,,
139614,10756,125,6,36.0,,
139616,10756,3,7,24.0,,
139618,10757,25,1,48.0,,
139620,10757,120,2,36.0,,
139622,10757,32,3,,12.0,15.0
139624,10757,8,4,,10.0,37.5
139626,10757,3,5,48.0,,
139628,10757,72,6,,8.0,25.0
139630,10758,42,1,48.0,,
139632,10758,40,2,,8.0,25.0
139634,10758,12,3,36.0,,
139636,10758,32,4,,10.0,15.0
139638,10758,85,5,,8.0,15.0
139640,10758,11,6,48.0,,
139642,10758,32,7,,8.0,15.0
139644,10759,35,1,24.0,,
139646,10759,143,2,24.0,,
139648,10759,97,3,,12.0,37.5
139650,10759,78,4,48.0,,
139652,10759,125,5,24.0,,
139654,10759,148,6,24.0,,
139656,10760,9,1,24.0,,
139658,10760,38,2,48.0,,
139660,10760,2,3,24.0,,
139662,10760,11,4,48.0,,
139664,10760,102,5,36.0,,
139666,10760,10,6,24.0,,
139668,10760,26,7,24.0,,
139670,10760,17,8,48.0,,
139672,10761,133,1,24.0,,
139674,10761,98,2,36.0,,
139676,10761,50,3,36.0,,
139678,10761,97,4,,10.0,40.0
139680,10761,63,5,,10.0,17.5
139682,10762,50,1,24.0,,
139684,10762,71,2,,12.0,27.5
139686,10762,54,3,36.0,,
139688,10762,146,4,,12.0,15.0
139690,10762,75,5,36.0,,
139692,10762,55,6,,8.0,32.5
139694,10763,50,1,36.0,,
139696,10763,63,2,,10.0,17.5
139698,10763,48,3,,8.0,25.0
139700,10763,2,4,36.0,,
139702,10763,125,5,36.0,,
139704,10763,60,6,24.0,,
139706,10763,104,7,48.0,,
139708,10764,78,1,36.0,,
139710,10764,16,2,36.0,,
139712,10764,55,3,,10.0,35.0
139714,10764,1,4,48.0,,
139716,10764,31,5,24.0,,
139718,10764,85,6,,10.0,15.0
139720,10764,56,7,48.0,,
139722,10765,38,1,48.0,,
139724,10765,77,2,24.0,,
139726,10765,126,3,36.0,,
139728,10765,54,4,48.0,,
139730,10765,60,5,48.0,,
139732,10765,21,6,36.0,,
139734,10765,100,7,36.0,,
139736,10765,56,8,36.0,,
139738,10766,136,1,36.0,,
139740,10766,33,2,,8.0,42.5
139742,10766,2,3,48.0,,
139744,10766,137,4,24.0,,
139746,10766,92,5,36.0,,
139748,10767,63,1,,8.0,17.5
139750,10767,125,2,48.0,,
139752,10767,135,3,,8.0,40.0
139754,10767,121,4,24.0,,
139756,10767,92,5,48.0,,
139758,10767,121,6,48.0,,
139760,10767,7,7,,8.0,25.0
139762,10767,140,8,36.0,,
139764,10768,96,1,36.0,,
139766,10768,50,2,24.0,,
139768,10768,77,3,36.0,,
139770,10768,15,4,24.0,,
139772,10768,88,5,24.0,,
139774,10768,92,6,36.0,,
139776,10769,5,1,24.0,,
139778,10769,59,2,36.0,,
139780,10769,50,3,48.0,,
139782,10769,148,4,24.0,,
139784,10769,63,5,,8.0,17.5
139786,10769,33,6,,12.0,45.0
139788,10770,71,1,,8.0,30.0
139790,10770,71,2,,12.0,30.0
139792,10770,62,3,48.0,,
139794,10770,96,4,36.0,,
139796,10770,62,5,48.0,,
139798,10770,13,6,,10.0,42.5
139800,10770,33,7,,8.0,45.0
139802,10770,108,8,24.0,,
139804,10771,84,1,36.0,,
139806,10771,126,2,36.0,,
139808,10771,78,3,48.0,,
139810,10771,11,4,24.0,,
139812,10771,11,5,48.0,,
139814,10771,10,6,24.0,,
139816,10772,32,1,,10.0,17.5
139818,10772,70,2,24.0,,
139820,10772,21,3,24.0,,
139822,10772,133,4,48.0,,
139824,10772,121,5,24.0,,
139826,10772,31,6,36.0,,
139828,10773,63,1,,10.0,20.0
139830,10773,50,2,24.0,,
139832,10773,22,3,24.0,,
139834,10773,16,4,36.0,,
139836,10773,121,5,36.0,,
139838,10774,71,1,,10.0,32.5
139840,10774,56,2,36.0,,
139842,10774,55,3,,8.0,37.5
139844,10774,72,4,,8.0,30.0
139846,10774,63,5,,10.0,20.0
139848,10775,98,1,24.0,,
139850,10775,115,2,24.0,,
139852,10775,97,3,,12.0,47.5
139854,10775,126,4,24.0,,
139856,10775,115,5,48.0,,
139858,10775,136,6,24.0,,
139860,10776,5,1,24.0,,
139862,10776,31,2,24.0,,
139864,10776,2,3,48.0,,
139866,10776,50,4,36.0,,
139868,10776,42,5,48.0,,
139870,10776,96,6,48.0,,
139872,10776,6,7,48.0,,
139874,10776,96,8,36.0,,
139876,10777,78,1,24.0,,
139878,10777,33,2,,10.0,35.0
139880,10777,38,3,48.0,,
139882,10777,88,4,36.0,,
139884,10777,96,5,24.0,,
139886,10777,48,6,,12.0,20.0
139888,10777,25,7,36.0,,
139890,10778,54,1,48.0,,
139892,10778,8,2,,10.0,35.0
139894,10778,16,3,24.0,,
139896,10778,12,4,48.0,,
139898,10778,146,5,,12.0,12.5
139900,10778,31,6,48.0,,
139902,10778,84,7,24.0,,
139904,10778,129,8,24.0,,
139906,10779,104,1,24.0,,
139908,10779,9,2,36.0,,
139910,10779,10,3,24.0,,
139912,10779,44,4,36.0,,
139914,10779,63,5,,10.0,15.0
139916,10779,2,6,24.0,,
139918,10779,33,7,,10.0,37.5
139920,10780,22,1,48.0,,
139922,10780,133,2,24.0,,
139924,10780,72,3,,10.0,22.5
139926,10780,141,4,24.0,,
139928,10780,133,5,48.0,,
139930,10780,71,6,,12.0,25.0
139932,10781,5,1,36.0,,
139934,10781,6,2,48.0,,
139936,10781,33,3,,8.0,37.5
139938,10781,113,4,48.0,,
139940,10781,1,5,24.0,,
139942,10781,134,6,48.0,,
139944,10781,92,7,24.0,,
139946,10782,33,1,,10.0,40.0
139948,10782,12,2,48.0,,
139950,10782,13,3,,8.0,37.5
139952,10782,98,4,36.0,,
139954,10782,113,5,48.0,,
139956,10782,121,6,48.0,,
139958,10782,21,7,36.0,,
139960,10782,149,8,48.0,,
139962,10783,9,1,24.0,,
139964,10783,33,2,,12.0,40.0
139966,10783,31,3,36.0,,
139968,10783,26,4,48.0,,
139970,10783,5,5,36.0,,
139972,10783,78,6,24.0,,
139974,10783,113,7,24.0,,
139976,10784,75,1,48.0,,
139978,10784,132,2,,12.0,22.5
139980,10784,41,3,,8.0,22.5
139982,10784,80,4,24.0,,
139984,10784,85,5,,8.0,15.0
139986,10785,113,1,48.0,,
139988,10785,126,2,36.0,,
139990,10785,104,3,48.0,,
139992,10785,56,4,24.0,,
139994,10785,125,5,36.0,,
139996,10785,53,6,,10.0,30.0
139998,10786,102,1,24.0,,
140000,10786,72,2,,10.0,25.0
140002,10786,41,3,,12.0,22.5
140004,10786,121,4,36.0,,
140006,10786,113,5,36.0,,
140008,10786,26,6,24.0,,
140010,10787,70,1,24.0,,
140012,10787,71,2,,10.0,27.5
140014,10787,123,3,24.0,,
140016,10787,40,4,,10.0,27.5
140018,10787,134,5,36.0,,
140020,10787,148,6,36.0,,
140022,10788,88,1,24.0,,
140024,10788,53,2,,12.0,32.5
140026,10788,108,3,36.0,,
140028,10788,148,4,48.0,,
140030,10788,85,5,,12.0,15.0
140032,10788,113,6,36.0,,
140034,10789,2,1,48.0,,
140036,10789,113,2,48.0,,
140038,10789,125,3,48.0,,
140040,10789,27,4,24.0,,
140042,10789,62,5,48.0,,
140044,10789,125,6,24.0,,
140046,10789,10,7,24.0,,
140048,10790,92,1,36.0,,
140050,10790,42,2,36.0,,
140052,10790,149,3,24.0,,
140054,10790,42,4,48.0,,
140056,10790,41,5,,10.0,22.5
140058,10791,126,1,48.0,,
140060,10791,132,2,,12.0,25.0
140062,10791,7,3,,8.0,25.0
140064,10791,19,4,48.0,,
140066,10791,40,5,,8.0,27.5
140068,10791,9,6,48.0,,
140070,10791,104,7,48.0,,
140072,10792,38,1,48.0,,
140074,10792,101,2,48.0,,
140076,10792,96,3,48.0,,
140078,10792,132,4,,8.0,25.0
140080,10792,140,5,36.0,,
140082,10792,101,6,24.0,,
140084,10792,56,7,24.0,,
140086,10792,75,8,24.0,,
140088,10793,92,1,48.0,,
140090,10793,89,2,24.0,,
140092,10793,92,3,36.0,,
140094,10793,115,4,24.0,,
140096,10793,101,5,24.0,,
140098,10793,84,6,48.0,,
140100,10793,6,7,48.0,,
140102,10794,71,1,,10.0,30.0
140104,10794,41,2,,8.0,25.0
140106,10794,88,3,48.0,,
140108,10794,15,4,36.0,,
140110,10794,70,5,24.0,,
140112,10794,2,6,24.0,,
140114,10794,148,7,24.0,,
140116,10794,55,8,,8.0,37.5
140118,10795,9,1,36.0,,
140120,10795,140,2,48.0,,
140122,10795,104,3,36.0,,
140124,10795,71,4,,12.0,30.0
140126,10795,143,5,24.0,,
140128,10795,11,6,24.0,,
140130,10795,120,7,48.0,,
140132,10796,35,1,48.0,,
140134,10796,62,2,36.0,,
140136,10796,25,3,48.0,,
140138,10796,12,4,48.0,,
140140,10796,26,5,36.0,,
140142,10796,35,6,36.0,,
140144,10796,5,7,24.0,,
140146,10797,102,1,48.0,,
140148,10797,5,2,48.0,,
140150,10797,1,3,48.0,,
140152,10797,63,4,,8.0,20.0
140154,10797,121,5,24.0,,
140156,10797,113,6,24.0,,
140158,10797,32,7,,8.0,17.5
140160,10798,149,1,36.0,,
140162,10798,31,2,24.0,,
140164,10798,15,3,48.0,,
140166,10798,38,4,36.0,,
140168,10798,134,5,48.0,,
140170,10798,11,6,48.0,,
140172,10799,31,1,48.0,,
140174,10799,27,2,36.0,,
140176,10799,149,3,36.0,,
140178,10799,60,4,48.0,,
140180,10799,45,5,48.0,,
140182,10800,31,1,48.0,,
140184,10800,121,2,36.0,,
140186,10800,18,3,36.0,,
140188,10800,56,4,36.0,,
140190,10800,50,5,24.0,,
140192,10800,132,6,,10.0,27.5
140194,10800,88,7,48.0,,
140196,10801,1,1,48.0,,
140198,10801,98,2,48.0,,
140200,10801,146,3,,12.0,12.5
140202,10801,32,4,,12.0,12.5
140204,10801,89,5,24.0,,
140206,10802,126,1,48.0,,
140208,10802,123,2,36.0,,
140210,10802,97,3,,8.0,35.0
140212,10802,148,4,48.0,,
140214,10802,9,5,48.0,,
140216,10802,140,6,24.0,,
140218,10803,62,1,48.0,,
140220,10803,7,2,,8.0,20.0
140222,10803,141,3,36.0,,
140224,10803,54,4,24.0,,
140226,10803,21,5,48.0,,
140228,10803,98,6,48.0,,
140230,10804,146,1,,10.0,12.5
140232,10804,96,2,48.0,,
140234,10804,71,3,,8.0,25.0
140236,10804,50,4,24.0,,
140238,10804,6,5,24.0,,
140240,10805,35,1,48.0,,
140242,10805,134,2,36.0,,
140244,10805,133,3,48.0,,
140246,10805,113,4,24.0,,
140248,10805,78,5,24.0,,
140250,10805,17,6,24.0,,
140252,10805,21,7,36.0,,
140254,10805,92,8,24.0,,
140256,10806,134,1,36.0,,
140258,10806,129,2,48.0,,
140260,10806,21,3,24.0,,
140262,10806,132,4,,8.0,22.5
140264,10806,9,5,24.0,,
140266,10806,101,6,48.0,,
140268,10807,98,1,36.0,,
140270,10807,1,2,24.0,,
140272,10807,71,3,,8.0,25.0
140274,10807,2,4,48.0,,
140276,10807,108,5,36.0,,
140278,10808,56,1,48.0,,
140280,10808,31,2,24.0,,
140282,10808,50,3,24.0,,
140284,10808,41,4,,8.0,22.5
140286,10808,22,5,48.0,,
140288,10808,1,6,48.0,,
140290,10808,75,7,24.0,,
140292,10808,22,8,24.0,,
140294,10809,126,1,48.0,,
140296,10809,9,2,24.0,,
140298,10809,40,3,,10.0,25.0
140300,10809,104,4,48.0,,
140302,10809,2,5,36.0,,
140304,10810,72,1,,12.0,25.0
140306,10810,104,2,36.0,,
140308,10810,123,3,24.0,,
140310,10810,108,4,48.0,,
140312,10810,70,5,48.0,,
